health_score,failure_probability,rul_days,repair_cost,failure_cost,potential_savings,priority
33,38,41,12080,28900,16820,High
64,78,32,10008,80953,70945,High
44,92,96,20952,83385,62433,Immediate
73,35,97,18254,110178,91924,Low
33,23,17,21782,83564,61782,High
80,91,102,15412,97448,82036,Immediate
14,24,53,19532,79553,60021,Immediate
65,90,113,23255,100091,76836,Immediate
67,43,83,15225,102242,87017,Medium
97,13,15,21835,112126,90291,High
82,8,71,8964,69102,60138,Low
62,34,13,6767,24692,17925,High
35,2,98,11722,71797,60075,High
22,6,105,10883,40591,29708,Immediate
13,45,15,10618,54168,43550,Immediate
50,87,116,10789,45372,34583,Immediate
68,61,51,22523,103066,80543,High
83,23,6,22574,109404,86830,Immediate
5,98,79,13908,81198,67290,Immediate
2,27,74,24873,101785,76912,Immediate
47,79,10,8408,26571,18163,High
66,68,12,4976,86955,81979,High
12,23,44,7920,100831,92911,Immediate
100,99,21,9450,72206,62756,Immediate
59,50,21,17717,37381,19664,Medium
75,57,78,11581,106914,95333,Medium
33,55,75,9402,23923,14521,High
61,5,6,11382,36447,25065,Immediate
94,89,56,11031,74288,63257,Immediate
86,69,23,8083,26899,18816,High
29,77,37,24608,117723,93115,Immediate
21,30,7,11808,41535,29727,Immediate
19,42,44,23526,83303,59777,Immediate
18,47,96,13446,97626,84180,Immediate
10,78,29,3753,25317,21564,Immediate
67,35,48,18190,84268,66078,Medium
43,66,96,12417,26102,13685,High
85,13,63,7944,42220,34276,Low
50,78,58,11462,100886,89424,High
87,54,119,19203,97820,78617,Medium
41,94,11,21037,112588,91551,Immediate
72,77,19,4438,66606,62168,High
99,52,103,9389,107286,97897,Medium
7,23,8,21642,68151,46509,Immediate
57,85,55,17329,89388,72059,High
47,3,37,3903,68138,64235,High
69,46,100,5804,33414,27610,Medium
4,49,24,7782,71815,64033,Immediate
83,27,77,23765,57829,34064,Low
85,81,46,23165,41796,18631,High
88,92,28,3527,42508,38981,Immediate
52,11,20,20745,96943,76198,Medium
26,16,48,16460,51971,35511,Immediate
94,2,17,16500,92341,75841,High
89,86,6,10222,28155,17933,Immediate
57,44,72,3402,91839,88437,Medium
28,22,111,11095,80240,69145,Immediate
90,48,65,9074,70574,61500,Medium
66,50,111,23446,90032,66586,Medium
85,81,99,6333,56335,50002,High
61,4,9,3511,51361,47850,High
76,37,43,11820,58064,46244,Medium
90,61,46,16765,61234,44469,High
48,74,111,13472,44196,30724,High
80,38,71,10572,37980,27408,Medium
88,31,8,9724,94505,84781,High
7,18,108,7922,55736,47814,Immediate
29,78,36,18403,50061,31658,Immediate
76,77,101,18797,87596,68799,High
29,38,111,22468,38733,16265,Immediate
15,43,71,5415,98093,92678,Immediate
26,44,119,17306,91312,74006,Immediate
61,50,46,10443,37527,27084,Medium
31,25,58,17758,89089,71331,High
81,49,79,10026,50958,40932,Medium
65,42,82,21174,112206,91032,Medium
6,40,54,12280,62729,50449,Immediate
3,77,32,7963,39658,31695,Immediate
13,19,89,21409,88376,66967,Immediate
91,62,46,10316,46331,36015,High
7,94,101,21447,81728,60281,Immediate
26,17,35,21318,44564,23246,Immediate
52,90,81,21023,46192,25169,Immediate
30,60,64,8480,80977,72497,High
54,58,3,6600,60709,54109,Immediate
77,45,38,22328,71351,49023,Medium
28,3,61,24648,93873,69225,Immediate
7,33,59,15305,114743,99438,Immediate
58,26,16,16065,67356,51291,High
21,15,12,12290,22501,10211,Immediate
50,0,27,22650,47765,25115,Medium
29,8,53,16621,33441,16820,Immediate
64,41,49,24070,48072,24002,Medium
90,71,60,20310,85708,65398,High
71,93,58,19617,81460,61843,Immediate
21,2,79,4634,55512,50878,Immediate
37,32,78,4967,36919,31952,High
25,7,50,21383,36284,14901,Immediate
9,41,37,22163,91182,69019,Immediate
83,48,14,15333,70039,54706,High
28,11,116,7177,57156,49979,Immediate
65,1,59,9416,30049,20633,Medium
17,21,83,17393,62773,45380,Immediate
0,87,61,20880,35741,14861,Immediate
30,30,66,3914,32142,28228,High
75,73,95,11684,102320,90636,High
21,22,116,24718,97012,72294,Immediate
19,39,39,20527,80134,59607,Immediate
17,40,70,21330,71408,50078,Immediate
36,57,5,13568,31638,18070,Immediate
40,83,10,9589,83998,74409,High
67,23,78,13432,50164,36732,Medium
23,26,7,19746,58260,38514,Immediate
11,84,3,3084,76069,72985,Immediate
32,45,59,15549,46708,31159,High
96,60,68,10418,55557,45139,Medium
28,100,62,14859,32323,17464,Immediate
86,81,113,7312,58080,50768,High
63,78,63,18329,44120,25791,High
19,36,64,18701,115774,97073,Immediate
38,66,81,12047,45750,33703,High
2,70,89,9903,38145,28242,Immediate
78,92,50,4820,99898,95078,Immediate
38,8,101,6651,27082,20431,High
19,27,14,7830,90700,82870,Immediate
27,63,89,17879,44911,27032,Immediate
27,94,17,11308,50962,39654,Immediate
76,54,10,5693,72444,66751,High
74,66,92,12468,27410,14942,High
59,76,42,3371,40754,37383,High
80,70,28,5661,71993,66332,High
80,14,36,7315,105393,98078,Medium
74,55,95,14395,31788,17393,Medium
51,90,10,12388,85357,72969,Immediate
52,28,23,17008,90004,72996,Medium
42,9,105,5379,102725,97346,High
32,17,78,11469,49436,37967,High
20,0,113,13107,101585,88478,Immediate
35,46,54,22157,121276,99119,High
57,45,54,7768,47713,39945,Medium
38,22,43,21102,38271,17169,High
65,37,119,24404,99671,75267,Medium
66,70,36,19668,45914,26246,High
36,99,87,15076,46083,31007,Immediate
30,33,50,24184,92249,68065,High
61,42,56,5551,42094,36543,Medium
48,80,44,10699,88864,78165,High
7,44,34,9834,38013,28179,Immediate
38,83,24,12431,31927,19496,High
35,70,74,6712,62201,55489,High
24,79,5,24842,40157,15315,Immediate
5,25,113,22558,111588,89030,Immediate
38,8,45,19950,111238,91288,High
14,36,50,11830,42381,30551,Immediate
95,20,57,21066,59958,38892,Low
57,94,118,13757,88528,74771,Immediate
42,92,42,3770,40885,37115,Immediate
54,14,47,21516,41417,19901,Medium
57,94,71,23688,66494,42806,Immediate
2,29,35,7857,34169,26312,Immediate
28,49,62,21483,104712,83229,Immediate
34,27,58,12305,54951,42646,High
38,94,69,22618,73048,50430,Immediate
51,13,63,11700,97767,86067,Medium
90,23,40,16980,74904,57924,Low
21,71,15,14120,54396,40276,Immediate
63,3,75,17225,87783,70558,Medium
69,54,53,7111,41797,34686,Medium
72,33,27,23748,122478,98730,Medium
72,68,115,7693,47647,39954,High
29,20,99,13629,74792,61163,Immediate
31,41,101,14480,89919,75439,High
98,85,88,9566,104877,95311,High
29,62,114,22423,66375,43952,Immediate
62,24,36,17430,88287,70857,Medium
38,45,77,15937,56098,40161,High
31,96,36,7507,32242,24735,Immediate
15,17,8,5025,100480,95455,Immediate
74,69,1,6773,41729,34956,Immediate
75,37,92,14820,95405,80585,Medium
80,0,32,13119,99012,85893,Medium
39,55,63,5121,60799,55678,High
73,35,89,21171,44861,23690,Low
56,73,83,21669,113667,91998,High
79,1,93,23702,44534,20832,Low
9,26,117,20211,110318,90107,Immediate
30,20,60,14002,60155,46153,High
40,45,45,5427,21990,16563,High
51,80,51,17093,49541,32448,High
76,90,1,3184,23568,20384,Immediate
49,97,14,11437,31863,20426,Immediate
80,2,98,21471,64839,43368,Low
65,33,90,21440,111661,90221,Medium
83,20,93,5042,97319,92277,Low
43,24,9,16414,96747,80333,High
25,56,37,20167,118011,97844,Immediate
75,23,26,14795,105315,90520,Medium
86,28,31,12234,109421,97187,Medium
86,26,94,21260,41287,20027,Low
34,70,22,14593,91751,77158,High
14,93,98,21316,40015,18699,Immediate
3,81,56,22862,91327,68465,Immediate
33,99,99,22213,108150,85937,Immediate
74,56,77,11758,88767,77009,Medium
97,92,37,21371,108964,87593,Immediate
60,91,67,17281,96068,78787,Immediate
17,52,63,4716,81562,76846,Immediate
90,0,6,18882,33139,14257,Immediate
83,62,53,16012,59248,43236,High
17,20,19,17801,102965,85164,Immediate
24,55,77,14005,76163,62158,Immediate
26,59,83,10077,78271,68194,Immediate
51,0,40,23304,78892,55588,Medium
85,14,50,6046,77789,71743,Low
31,48,68,11043,89383,78340,High
64,96,71,20096,118864,98768,Immediate
79,17,54,14390,32756,18366,Low
5,65,9,17614,89811,72197,Immediate
42,50,72,11783,32953,21170,High
16,17,27,15174,113745,98571,Immediate
80,68,80,17990,34431,16441,High
33,47,83,16191,53053,36862,High
9,4,116,6956,89045,82089,Immediate
85,22,62,9668,24668,15000,Low
19,91,108,20336,115556,95220,Immediate
23,32,20,15219,94002,78783,Immediate
63,29,108,9472,41852,32380,Medium
16,99,14,18634,36896,18262,Immediate
58,66,97,18263,44501,26238,High
10,1,90,22324,75476,53152,Immediate
80,91,94,14687,113221,98534,Immediate
45,87,93,7355,51056,43701,Immediate
62,28,19,15572,37851,22279,High
99,34,116,11261,25735,14474,Low
22,45,44,7787,91185,83398,Immediate
65,76,40,19120,51860,32740,High
30,47,100,4852,67187,62335,High
51,37,91,16859,35162,18303,Medium
86,54,85,3164,52890,49726,Medium
89,70,110,24206,97751,73545,High
29,17,106,16129,103790,87661,Immediate
25,70,7,23676,94924,71248,Immediate
45,17,13,21072,101703,80631,High
7,73,32,4637,94843,90206,Immediate
78,47,63,8203,105257,97054,Medium
98,5,94,17968,95870,77902,Low
7,94,112,3366,61781,58415,Immediate
44,51,79,3012,70891,67879,High
39,13,92,23426,81623,58197,High
61,88,61,3256,94695,91439,Immediate
12,32,32,16571,42658,26087,Immediate
22,28,98,17877,52600,34723,Immediate
15,66,49,23324,53779,30455,Immediate
43,24,23,3442,17378,13936,High
14,80,98,5995,55092,49097,Immediate
40,43,4,5568,72358,66790,Immediate
32,32,84,11067,57739,46672,High
33,90,85,12815,44781,31966,Immediate
98,63,25,24302,95366,71064,High
16,20,60,10820,70102,59282,Immediate
67,3,107,4499,38313,33814,Medium
25,74,24,19137,81077,61940,Immediate
12,43,106,12510,69504,56994,Immediate
50,18,76,13965,51531,37566,Medium
100,29,46,22420,57656,35236,Low
74,100,48,4085,78142,74057,Immediate
17,58,91,22503,42549,20046,Immediate
11,86,34,7349,22314,14965,Immediate
86,52,25,22843,92456,69613,Medium
93,12,42,9654,50934,41280,Low
77,55,47,5358,41941,36583,Medium
17,34,89,24200,37943,13743,Immediate
23,6,13,15925,96936,81011,Immediate
89,41,109,12886,99887,87001,Medium
25,85,76,5335,85447,80112,Immediate
51,19,103,18720,34263,15543,Medium
58,76,14,9613,86476,76863,High
92,42,16,23130,55198,32068,High
33,2,68,22701,38470,15769,High
51,28,96,8918,54080,45162,Medium
68,36,27,24536,112427,87891,Medium
58,63,85,21007,62154,41147,High
94,87,49,16876,49964,33088,Immediate
65,94,63,23099,102909,79810,Immediate
10,16,108,11389,38741,27352,Immediate
68,83,29,5504,72299,66795,High
71,94,20,10943,38691,27748,Immediate
60,27,87,13246,82641,69395,Medium
4,10,15,17860,44873,27013,Immediate
6,5,56,4343,70893,66550,Immediate
49,29,22,24400,111355,86955,High
83,38,67,24380,113932,89552,Medium
14,89,67,12966,104223,91257,Immediate
97,68,95,4010,33871,29861,High
61,78,26,6857,43528,36671,High
8,0,107,13120,108879,95759,Immediate
22,44,2,7389,67092,59703,Immediate
62,81,16,6051,54141,48090,High
5,2,14,5555,65796,60241,Immediate
95,94,75,18701,44767,26066,Immediate
30,32,88,4920,93683,88763,High
14,36,27,9629,69784,60155,Immediate
11,66,30,7310,72228,64918,Immediate
33,31,117,3938,17908,13970,High
45,31,43,6408,58138,51730,High
73,62,111,10975,73984,63009,High
66,61,10,9966,92089,82123,High
96,99,26,20061,117890,97829,Immediate
25,85,69,17785,92267,74482,Immediate
72,50,113,19139,62116,42977,Medium
6,96,6,24329,71063,46734,Immediate
85,38,51,22208,98994,76786,Medium
22,11,116,12815,105488,92673,Immediate
72,76,40,19565,80230,60665,High
80,6,17,8238,58095,49857,High
23,1,99,21940,37220,15280,Immediate
20,73,53,18149,107773,89624,Immediate
5,50,117,13473,69927,56454,Immediate
34,81,53,15178,107811,92633,High
16,35,90,3863,30011,26148,Immediate
17,59,18,21688,97877,76189,Immediate
7,65,51,3443,40484,37041,Immediate
35,61,1,8106,55310,47204,Immediate
41,0,96,11291,37576,26285,High
6,21,50,24623,36230,11607,Immediate
90,9,14,8933,95855,86922,High
74,5,21,14154,33201,19047,Medium
81,98,116,7925,76655,68730,Immediate
100,82,53,8783,63894,55111,High
61,33,22,9723,69059,59336,Medium
9,65,8,20632,56866,36234,Immediate
37,61,28,14330,104846,90516,High
9,11,82,20044,68336,48292,Immediate
64,2,69,10512,43801,33289,Medium
63,48,72,6600,87415,80815,Medium
69,20,7,21182,76348,55166,High
26,7,73,17030,115287,98257,Immediate
70,46,82,17677,84238,66561,Medium
9,32,7,19514,30807,11293,Immediate
43,45,61,21595,106871,85276,High
15,79,118,9276,41023,31747,Immediate
88,37,102,3037,61540,58503,Medium
47,89,59,5636,30470,24834,Immediate
89,54,55,10296,41679,31383,Medium
3,84,86,5674,38494,32820,Immediate
48,66,19,5076,79930,74854,High
32,51,41,10494,107155,96661,High
48,21,113,23171,47504,24333,High
71,63,37,14166,57866,43700,High
44,89,107,18015,49251,31236,Immediate
80,86,109,15936,68305,52369,Immediate
62,95,51,24107,81835,57728,Immediate
30,6,30,12145,110723,98578,High
50,55,73,19365,91491,72126,Medium
89,0,94,5749,58698,52949,Low
81,64,62,16495,90049,73554,High
16,7,60,8616,92127,83511,Immediate
80,88,62,24387,49711,25324,Immediate
88,99,117,12560,70012,57452,Immediate
10,59,68,24325,62274,37949,Immediate
37,60,17,11001,36304,25303,High
35,73,7,11675,33978,22303,High
13,79,25,21280,70707,49427,Immediate
28,55,6,15416,91462,76046,Immediate
38,0,115,18554,110538,91984,High
64,20,109,10837,36420,25583,Medium
32,47,22,9109,78866,69757,High
3,86,55,23907,48971,25064,Immediate
11,80,117,4486,58744,54258,Immediate
51,92,76,16888,58934,42046,Immediate
65,48,72,8397,101878,93481,Medium
89,8,21,7190,80409,73219,Medium
62,5,14,14936,27054,12118,High
23,72,75,18735,47893,29158,Immediate
50,1,15,22874,116317,93443,High
91,38,108,24705,104086,79381,Medium
56,29,118,14885,106903,92018,Medium
73,95,106,15777,67315,51538,Immediate
89,14,17,24722,87828,63106,High
18,75,88,12367,53433,41066,Immediate
47,29,15,23910,41051,17141,High
43,97,27,24587,67546,42959,Immediate
40,95,68,8892,22341,13449,Immediate
7,21,106,4941,41082,36141,Immediate
100,15,79,20942,44954,24012,Low
73,4,23,14726,49383,34657,Medium
24,7,95,18764,44637,25873,Immediate
21,71,87,5271,16878,11607,Immediate
67,63,94,24119,103320,79201,High
52,92,87,21528,63323,41795,Immediate
46,81,54,20760,66990,46230,High
91,0,63,4783,43173,38390,Low
97,38,19,13872,71958,58086,High
82,64,33,20978,119155,98177,High
32,31,59,6291,90375,84084,High
40,11,73,19625,99395,79770,High
96,18,54,16368,80681,64313,Low
97,70,31,11883,34080,22197,High
31,9,105,5951,74024,68073,High
93,74,105,21939,82241,60302,High
8,71,15,9369,92032,82663,Immediate
96,62,104,4242,29878,25636,High
4,34,85,21883,76283,54400,Immediate
47,79,95,22929,116062,93133,High
34,69,97,3788,97579,93791,High
38,33,106,5446,46103,40657,High
87,55,49,22035,45475,23440,Medium
64,27,100,24139,114442,90303,Medium
71,64,90,24930,61450,36520,High
73,75,41,22142,70221,48079,High
60,11,111,21279,79999,58720,Medium
68,13,34,3047,39879,36832,Medium
34,64,59,11177,67292,56115,High
78,18,115,15841,37685,21844,Low
18,38,69,13419,111494,98075,Immediate
82,46,76,15835,43368,27533,Medium
62,75,82,12200,110058,97858,High
42,33,112,11849,70837,58988,High
4,88,24,9364,86883,77519,Immediate
58,37,33,14273,64689,50416,Medium
86,10,24,13327,54501,41174,Medium
20,19,117,19137,98473,79336,Immediate
46,99,112,13158,95748,82590,Immediate
43,61,6,9209,91860,82651,Immediate
3,22,13,21640,93095,71455,Immediate
40,89,92,19128,54070,34942,Immediate
11,100,119,5487,77616,72129,Immediate
19,65,36,23901,50178,26277,Immediate
60,49,96,24818,100373,75555,Medium
35,96,15,19445,38902,19457,Immediate
2,92,111,12818,60608,47790,Immediate
85,34,118,5502,97703,92201,Low
0,82,7,6403,77929,71526,Immediate
24,93,59,17396,50720,33324,Immediate
94,17,41,18506,59522,41016,Low
14,53,64,13638,84772,71134,Immediate
49,21,18,6663,16792,10129,High
35,19,16,4858,63361,58503,High
29,54,66,13978,76227,62249,Immediate
56,68,2,17135,56608,39473,Immediate
97,55,55,4299,77580,73281,Medium
24,83,25,12613,107584,94971,Immediate
42,61,103,12327,73851,61524,High
62,1,54,4373,86991,82618,Medium
60,37,45,21866,39459,17593,Medium
23,29,37,21680,87156,65476,Immediate
62,10,78,23529,64333,40804,Medium
54,54,4,23405,52153,28748,Immediate
77,82,5,15254,42642,27388,Immediate
17,43,31,5964,57610,51646,Immediate
29,54,105,5755,68531,62776,Immediate
44,73,91,4693,91313,86620,High
99,84,45,5919,39469,33550,High
44,78,84,7691,40903,33212,High
54,58,5,6061,72370,66309,Immediate
31,5,94,20676,73520,52844,High
68,24,13,12175,62845,50670,High
19,71,60,21120,60930,39810,Immediate
60,83,79,5073,59786,54713,High
10,36,105,22836,66126,43290,Immediate
26,93,83,11741,105129,93388,Immediate
86,52,65,15674,88076,72402,Medium
27,13,52,3285,25242,21957,Immediate
68,14,38,8837,82978,74141,Medium
56,58,113,12106,63353,51247,Medium
94,28,41,23810,109342,85532,Low
26,18,26,12780,45486,32706,Immediate
36,8,92,8855,36442,27587,High
53,2,115,4119,18094,13975,Medium
13,2,24,4292,56446,52154,Immediate
28,71,51,21601,60431,38830,Immediate
62,25,18,20401,58130,37729,High
56,6,112,9647,40753,31106,Medium
2,3,100,21473,33529,12056,Immediate
50,16,17,23064,75835,52771,High
13,21,52,6114,95092,88978,Immediate
87,93,8,21288,81876,60588,Immediate
39,64,116,7116,42690,35574,High
23,72,60,9123,22184,13061,Immediate
25,8,20,9327,78945,69618,Immediate
35,35,118,5046,100187,95141,High
0,68,73,12445,55935,43490,Immediate
71,95,13,11275,108030,96755,Immediate
42,36,94,7318,73406,66088,High
92,87,103,5452,102660,97208,Immediate
72,41,42,16507,112402,95895,Medium
95,60,14,5124,98344,93220,High
23,49,82,21348,53299,31951,Immediate
63,25,32,13731,42475,28744,Medium
52,32,52,6934,93879,86945,Medium
34,11,51,11172,48530,37358,High
9,51,34,5418,101415,95997,Immediate
38,7,96,17826,106574,88748,High
21,83,70,10868,45472,34604,Immediate
80,30,53,21081,61928,40847,Low
37,56,101,4665,73579,68914,High
69,71,21,12460,57013,44553,High
60,34,48,5630,75420,69790,Medium
5,80,68,23245,108119,84874,Immediate
21,26,110,16582,103761,87179,Immediate
43,85,92,10145,65964,55819,High
8,33,100,5860,65735,59875,Immediate
71,57,92,12586,74572,61986,Medium
15,74,106,23384,80561,57177,Immediate
17,34,43,19433,62715,43282,Immediate
90,58,28,13029,93236,80207,Medium
69,46,14,13441,89391,75950,High
92,80,51,22740,71119,48379,High
14,89,76,11260,106743,95483,Immediate
56,30,3,9833,24585,14752,Immediate
59,73,66,14978,66473,51495,High
98,86,32,3982,93823,89841,Immediate
18,65,60,14201,106647,92446,Immediate
84,34,69,21666,115532,93866,Low
87,6,6,13733,33841,20108,Immediate
32,57,49,19016,81093,62077,High
41,93,72,10110,94803,84693,Immediate
67,0,79,14870,82836,67966,Medium
96,51,35,24110,85634,61524,Medium
4,99,17,9451,32392,22941,Immediate
28,7,98,21791,53039,31248,Immediate
28,35,51,7260,54856,47596,Immediate
68,52,96,11315,68342,57027,Medium
87,82,12,6123,53115,46992,High
6,16,98,17608,61586,43978,Immediate
2,28,22,15453,40663,25210,Immediate
92,49,118,12885,109563,96678,Medium
84,89,118,23782,54025,30243,Immediate
22,67,21,19640,49624,29984,Immediate
50,62,14,18162,77908,59746,High
49,33,6,14628,66660,52032,Immediate
5,68,7,11032,56820,45788,Immediate
50,0,13,13922,88120,74198,High
2,57,89,16408,34575,18167,Immediate
16,44,78,5233,46648,41415,Immediate
53,86,88,17364,103193,85829,Immediate
26,44,114,20950,72886,51936,Immediate
60,36,67,5339,97121,91782,Medium
4,45,79,13288,36605,23317,Immediate
9,95,23,20391,37191,16800,Immediate
83,43,41,8518,103681,95163,Medium
57,85,50,18923,67392,48469,High
67,62,58,24654,94666,70012,High
82,94,44,16467,26672,10205,Immediate
17,26,51,8691,57600,48909,Immediate
73,48,15,9728,77779,68051,High
14,50,48,16383,108415,92032,Immediate
0,6,53,11977,56548,44571,Immediate
47,29,97,21682,76720,55038,High
6,91,113,15546,93236,77690,Immediate
62,5,95,20765,36667,15902,Medium
70,42,94,12050,91160,79110,Medium
17,21,61,22575,91515,68940,Immediate
52,25,115,5522,92854,87332,Medium
2,30,119,15269,108309,93040,Immediate
32,89,92,24803,103709,78906,Immediate
30,64,84,23880,55014,31134,High
33,79,4,15385,27798,12413,Immediate
88,78,28,13952,92945,78993,High
16,57,74,10454,68007,57553,Immediate
87,61,19,12808,75138,62330,High
73,54,28,11933,90140,78207,Medium
91,49,65,24883,78284,53401,Medium
20,36,15,9861,25955,16094,Immediate
73,8,44,9532,74340,64808,Low
55,89,64,4203,70355,66152,Immediate
75,8,10,16117,50014,33897,High
98,90,60,23114,52164,29050,Immediate
37,5,15,20628,75474,54846,High
